Database ID,Proposed date,Site,Field No.,Trench/location,Level/stratigraphy,Square/Locus,MNI,Age,Sex/gender,Disposal area,Burial type,"Construction, container, wrapping",Alignment (orientation),Body position,Vessels (pottery),Vessels (silicious),Vessels (metal),Vessels (stone),Jewellery,Pins,Weapons,Tools,Glyptic,Animal remains,Miscellaneous grave goods,Possible additional grave goods,Other excavator notes,Data source,Data collator notes,Site latitude,Site longitude,lng,lat
Sus755,Susa IVB/VA,Susa,A211,Donjon (north side),10.5 m (depth),-,1,-,-,-,pit (?),"""a skeleton"" [in a pit?]",W-E,-,-,-,-,-,-,-,-,-,-,-,fragment of a terracotta figurine,-,-,Mecquenem 1943: 96,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus756,Susa IVB/VA,Susa,A212,Donjon (north side),10.5 m (depth),-,1,-,-,-,pit,pit,-,-,"1 x 70.4, 1 x 70.13",-,1 copper/bronze vessel,3 marble bowls,-,-,-,-,-,-,1 copper/bronze mirror,-,-,Mecquenem 1943: 96,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus757,Susa IVB/VA,Susa,A213,Donjon (north side),10.5 m (depth),-,1,-,-,-,pit,pit,-,-,"1 x 69.21, 1 x 70.17",-,1 x 66.29 ,1 marble bowl,-,-,1 copper/bronze spearhead,-,-,-,-,-,-,Mecquenem 1943: 96,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus758,Susa IVB/VA,Susa,A214,Donjon (north side),10.5 m (depth),-,1,-,-,-,vessel,vessel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 96,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus759,Susa IVB/VA,Susa,A215,Donjon (north side),10.75 m (depth),-,1,-,-,-,pit,pit,-,-,"1 x 65.31, 1 x 69.21, 1 x 70.12, 2 x 71.7, 2 x 70.17, 1 x 67.4, 1 x 70.16",-,"1 x 66.27 dm. 16 cm, 1 x 66.29 dm. 26 cm",-,-,-,1 copper/bronze dagger,-,-,-,-,-,-,Mecquenem 1943: 96,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus760,Susa IVB/VA,Susa,A216,Donjon (north side),10.75 m (depth),-,1,-,-,-,pit,pit,-,-,1 x 70.24,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 96,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus761,Susa IVB/VA,Susa,A217,Donjon (north side),10.75 m (depth),-,1,-,-,-,pit,pit,-,-,-,-,1 x 66.32,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 96,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus762,Susa IVB/VA,Susa,A218,Donjon (north side),10.5 m (depth),-,1,-,-,-,pit,pit,W-E,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 96,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus763,Susa IVB/VA,Susa,A219,Donjon (north side),10.5 m (depth),-,1,-,-,-,pit,pit,-,-,"2 x 69.20, 1 x 69.15",-,-,-,2 silver beads,-,-,-,-,-,-,-,-,Mecquenem 1943: 96,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus764,Susa IVA,Susa,A220,Donjon (north side),10.25 m (depth),-,1,-,-,-,pit,pit,N-S,on right side,1 x 72.11 painted,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 96,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus765,Susa IVA (?),Susa,A221,Donjon (north side),10 m (depth),-,1,-,-,-,vessel,"terracotta funerary vessel containing a drainage pipe, l. 36 cm, dm. 14 cm",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 96,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus766,Susa IVA (?),Susa,A223,Donjon (north side),10 m (depth),-,1,-,-,-,pit (?),human bones atop a beaten earth platform,-,-,-,-,-,-,-,-,-,-,-,-,-,-,accompanied by equid bones,Mecquenem 1943: 96,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus767,Susa IVA (?),Susa,A224,Donjon (north side),10.5 m (depth),-,1,-,-,-,pit (?),"""a burial"" [in a pit?]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 96,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus768,Susa IVB/VA,Susa,A225,Donjon (north side),10 m (depth),-,1,-,-,-,pit (?),"""a skeleton"" [in a pit?]",W-E,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 96,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus769,Susa IVB/VA,Susa,A226a,Donjon (north side),10.25 m (depth),-,1,juvenile,-,-,pit (?),"""a skeleton"" [in a pit?]","NE ""E 35 degrees with the N""",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 96,division of A226 into A226a and A226b (database ID Sus770) not in original report,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus770,Susa IVB/VA,Susa,A226b,Donjon (north side),10.25 m (depth),-,1,-,-,-,pit,"pit, 1.4 x 0.8 m, depth 60 cm","NE ""E 65 degrees with the N""",-,"1 x 67.4, h. 30 cm, 1 x 69.21",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 96,grave good numbers are references to figures in Mecquenem 1943; division of A226 into A226a (database ID Sus769) and A226b not in original report,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus771,Susa IVB/VA,Susa,A227,Donjon (north side),10.5 m (depth),-,1,-,-,-,pit,"pit, 1.10 x 0.50 m",S-N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 96,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus772,Susa IVA,Susa,A229,Donjon (north side),10 m (depth),-,1,-,-,-,pit,pit,W-E,"flexed limbs ""folded""","2 x 72.25, h. 15 cm, painted",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 96,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus773,Susa IVB/VA,Susa,A230a,Donjon (north side),10 m (depth),-,1,-,-,-,pit,pit,W-E,-,around head: 4 x 65.6,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 96-98,grave good numbers are references to figures in Mecquenem 1943; a is an interpretation not original report,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus774,Susa IVB/VA,Susa,A230b,Donjon (north side),10.5 m (depth),-,1,-,-,-,pit,"pit, 1.45 x 0.60 m",N-S,"on right side, limbs flexed ""folded""","1 x 70.34 with spines on the belly, 1 x 69.21, 1 x 72.1 painted in black on a greenish earth",-,-,-,"3 copper/bronze finger rings, 2 copper/bronze bracelets",2 copper/bronze pins,-,-,-,-,"1 copper/bronze mirror with tang, 1 lead handle (67.26)",-,-,Mecquenem 1943: 98,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus775,Susa IVB/VA,Susa,A231a,Donjon (north side),9.75 m (depth),-,1,-,-,-,pit,pit,W-E,-, 3 x 69.19,-,-,-,-,-,-,1 copper/bronze spoon/spatula,-,-,-,-,-,Mecquenem 1943: 98,grave good numbers are references to figures in Mecquenem 1943; a is an interpretation not original report,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus776,Susa IVB/VA,Susa,A231b,Donjon (north side),9.5 m (depth),-,1,-,-,-,pit,pit,-,-,"1 vessel, 1 bowl",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 98,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus777,Susa IVB/VA,Susa,A232,Donjon (north side),9.75 m (depth),-,1,-,-,-,pit,pit,-,-,"1 x 70.1, 3 x 70.7, 1 x 70.25, 1 x 72.11 painted, Louvre Museum)",-,-,-,1 copper/bronze bracelet,-,-,-,-,-,-,-,-,Mecquenem 1943: 98,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus778,Susa IVB/VA,Susa,A233,Donjon (north side),9.75 m (depth),-,1,-,-,-,pit,pit,W-E,-,"2 x 65.26, 1 bowl [pottery?]",-,-,-,"3 copper/bronze finger rings, 2 copper/bronze bracelets",2 copper/bronze pins,-,-,-,-,-,-,-,Mecquenem 1943: 99,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus779,Susa IVB/VA,Susa,A234,Donjon (north side),10 m (depth),-,1,-,-,-,pit,pit,-,-,4 bowls [pottery?],-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 99,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus780,Susa IVB/VA,Susa,A235,Donjon (north side),9.75 m (depth),-,1,-,-,-,pit,pit,-,-,1 bowl [pottery?],-,-,-,necklace of frit beads,-,-,copper/bronze needle (16 cm),-,-,1 small frit duck,-,-,Mecquenem 1943: 99,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus781,Susa IVB/VA,Susa,A236,Donjon (north side),10 m (depth),-,1,-,-,-,pit,pit,NW (W 25 degrees with the N),-,"1 x 67.5, 1 x 67.9 [pottery?]",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 99,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus782,Susa IVB/VA,Susa,A237,Donjon (north side),10 m (depth),-,1,-,-,-,pit,"pit, 75 x 50 cm",N-S,"on right side, limbs flexed ""folded""",-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 99,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus783,Shimashki/early Sukkalmah,Susa,A238,Donjon (north side),10 m (depth),-,1,-,-,-,pit,pit,-,-,"1 x 65.26, 1 x 70.32",-,-,-,2 copper/bronze bracelets ,-,1 bitumen mace head (?) (71.16) ,-,1 bitumen cylinder seal,-,-,-,-,Mecquenem 1943: 99,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus784,Susa IVA,Susa,A239,Donjon (north side),9.75 m (depth),-,1,-,-,-,pit,pit,E-W,-,1 x 72.11 painted with a representation of goats,-,-,"1 aragonite bowl, 1 aragonite vessel",-,-,"1 copper/bronze spear socket (l. 15 cm, dm. 3.5 cm)",-,-,-,1 copper/bronze buckle,-,equid bones at the feet of the dead person,Mecquenem 1943: 99,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus785,Susa IVA,Susa,A240,Donjon (north side),10 m (depth),-,2,-,-,-,pit (?),"""2 skeletons"" [in a pit?]",-,-,"2 x 72.11 painted, 1 broken vessel",-,-,-,-,-,-,-,-,-,-,-,2 skeletons,Mecquenem 1943: 99,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus786,Susa IVB/VA,Susa,A242,Donjon (north side),9.75 m (depth),-,1,-,-,-,pit,pit,-,-,2 x 69.19,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 99,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus787,Susa IVB/VA,Susa,A243,Donjon (north side),9.75 m (depth),-,1,-,-,-,pit,pit,E-W,"limbs flexed ""folded""","4 x 69.3, 3 bowls [pottery?]",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 99,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus788,Susa IVA,Susa,A244,Donjon (north side),9.75 m (depth),-,1,-,-,well,well,well (dm. 80 cm) containing a skeleton,-,-,1 x 72.11,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 99,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus789,Susa IVB/VA,Susa,A245,Donjon (north side),10.75 m (depth),-,1,-,-,-,pit,pit,W-E,"on right side, limbs flexed ""folded""","3 x 69.19 (one closed by a bowl), 3 bowls [pottery?], 1 x 68.5 painted, 4 lugs pierced vertically for passage of tying cords, black decoration, geometric motifs and birds, a row of bossettes",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 99-100,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus790,Susa IVB/VA,Susa,A246,Donjon (north side),10.75 m (depth),-,1,-,-,-,pit,pit,SW-NE,"flexed limbs ""folded""","2 x 69.21, 1 x 69.17, 1 x 67.6, 1 x 70.8, 1 x 70.25",-,-,-,-,"1 large copper/bronze pin, 1 copper/bronze pin rolled in a spiral",1 copper/bronze dagger ,-,1 shell cylinder seal,-,-,-,-,Mecquenem 1943: 100,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus791,Susa IVB/VA,Susa,A247,Donjon (north side),10.75 m (depth),-,2 (?),"1 adult, 1 juvenile (?)",-,-,pit,pit and a possible vessel burial,-,-,2 x 65.2,-,-,-,1 copper/bronze finger ring; also 2 copper/bronze child bracelets seemingly in association with the funerary vessel,-,-,-,-,-,-,-,child may or may not be present,Mecquenem 1943: 100,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus792,Susa IVB/VA,Susa,A248,Donjon (north side),10.25 m (depth),-,1,-,-,-,pit (?),"""a burial"" [in a pit?]",W-E,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 100,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus793,Susa IVB/VA,Susa,A249,Donjon (north side),10.25 m (depth),-,1,-,-,-,pit (?),"""a burial"" [in a pit?]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 100,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus794,Susa IVB/VA,Susa,A250,Donjon (north side),10.5 m (depth),-,1,-,-,-,pit,pit,E-W,"on left side, limbs flexed ""folded""","(?) x 69.21, (?) x 70.9, (?) x 70.31",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 100,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus795,Susa IVB/VA,Susa,A251,Donjon (north side),10.5 m (depth),-,1,-,-,-,pit (?),"""a burial"" [in a pit?]",-,-,terracotta vessels,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 100,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus796,Susa IVB/VA,Susa,A252,Donjon (north side),10.5 m (depth),-,1,-,-,-,pit,"pit, 1.75 x 0.60 m",W-E,-,"(?) x 67.24, (?) x 70.32, 3 x 70.26",-,"1 x ""form"" 70.14",-,1 copper/bronze bracelet ,-,-,1 copper/bronze blade (66.6),-,-,-,-,-,Mecquenem 1943: 100,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus797,Susa IVB/VA,Susa,A253,Donjon (north side),10.5 m (depth),-,1,-,-,-,pit (?),"""a skeleton"" [in a pit?]",E-W,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 100,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus798,Susa IVA/IVB (?),Susa,A255,Donjon (north side),10.25 m (depth),-,1,-,-,-,pit (?),"""a skeleton"" [in a pit?]",W-E,"on right side, limbs flexed ""folded""",-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 100,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus799,Susa IVA,Susa,A256,Donjon (north side),10.25 m (depth),-,1,-,-,-,pit (?),"""a skeleton"" [in a pit?]","NE ""E 20 degrees with the N""","on back, legs extended",1 x 72.11 painted,-,-,-,-,1 copper/bronze pin,1 copper/bronze arrowhead,-,-,-,-,-,-,Mecquenem 1943: 100,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus800,Susa IVA/IVB (?),Susa,A257,Donjon (north side),10.5 m (depth),-,1,-,-,-,pit,"pit, 1.0 x 0.6 m",E-W,"limbs flexed ""folded""",-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 100,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus801,Susa IVB/VA,Susa,A258,Donjon (north side),10.25 m (depth),-,1,-,-,-,pit,pit,SW-NE,on right side,"2 x 65.26, 3 bowls [pottery?]",-,1 copper/bronze bowl,-,"2 gold beads with gadroons, 1 cylindrical carnelian bead, 2 copper/bronze bracelets ",-,-,-,-,-,-,-,-,Mecquenem 1943: 100,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus802,Susa IVB/VA,Susa,A259,Donjon (north side),10.5 m (depth),-,1,-,-,-,pit,pit,E-W,on right side,"(?) x 69.2, (?) x 69.11, (?) x 69.17",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 100,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus803,Susa IVB/VA,Susa,A260,Donjon (north side),10.25 m (depth),-,1,-,-,-,pit (?),"""a skeleton"" [in a pit?]",-,-,"1 x 69.14, 4 bowls [pottery?]",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 100,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus804,Susa IVB/VA,Susa,A261,Donjon (north side),10 m (depth),-,1,-,-,-,pit,pit,E-W,"on right side, limbs flexed ""folded""","4 x 69.3, 1 bowl [pottery?]",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 100,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus805,Susa IVB/VA,Susa,A262,Donjon (north side),10.5 m (depth),-,1,-,-,-,pit,"pit, 80 x 4 cm",SE-NW,"on left side, limbs flexed ""folded""",1 x 70.20 small ,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 100,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus806,Susa IVB/VA,Susa,A263,Donjon (north side),10.25 m (depth),-,1,-,-,-,pit,pit,E-W,on right side,1 x 69.3,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 100,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus807,Susa IVB/VA,Susa,A264,Donjon (north side),10.5 m (depth),-,1,-,-,-,pit (?),"""a burial"" [in a pit?]",W-E,-,1 x 69.19,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 100,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus808,Susa IVB/VA,Susa,A265,Donjon (north side),10.5 m (depth),-,1,-,-,-,pit (?),"""a burial"" [in a pit?]",W-E,-,"4 vessels: (?) x 69.19, (?) x 69.21",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 100,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus809,Susa IVB/VA,Susa,A267,Donjon (north side),10.5 m (depth),-,1,-,-,-,pit,pit,E-W,-,"1 black terracotta vessel with lugs 67.13, 1 x 70.24, 2 x 70.5, 1 x 72.24 painted with a cover, 1 x ""type"" 72.27 painted, 2 bowls [pottery?]",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 100,grave good numbers are references to figures in Mecquenem 1943; fig. 70.5 far too late to match other vessels,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus810,Susa IVB/VA,Susa,A268,Donjon (north side),10.5 m (depth),-,2,-,-,-,pit (?),"a ""skeleton"" and ""another skeleton"" [in a pit/pits?]",-,-,"with first skeleton: 2 x 70.5; with second skeleton: 1 x 69.17, 1 x 70.7",-,-,-,with first skeleton: 1 carnelian bead,with first skeleton: 2 copper/bronze pins,-,-,with first skeleton: 1 shell cylinder seal,-,-,-,2 skeletons,Mecquenem 1943: 100-101,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus811,Susa IVB/VA,Susa,A269,Donjon (north side),10.25 m (depth),-,1,-,-,-,pit,pit,-,extended,"1 x 67.16, 1 x 69.14, 1 x 69.21, 2 bowls [pottery?]",-,"1 x 66.20, dm. 12 cm",-,-,-,-,-,1 cylinder seal,-,-,-,-,Mecquenem 1943: 101,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus812,Susa IVA,Susa,A270,Donjon (north side),10.25 m (depth),-,2,-,-,-,pit (?),"""a burial"" [in a pit?]",E-W,-,-,-,1 x 87.6,-,-,-,-,-,-,-,-,-,"2 skeletons, one after the other (à la suite l'un de l'autre)",Mecquenem 1943: 101,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus813,Susa IVB/VA,Susa,A271a,Donjon (north side),10.5 m (depth),-,1,-,-,-,pit,pit,W-E,"on left side, limbs flexed ""folded""","1 x 69.19, h. 26 cm, 1 x 69.8 h. 15 cm, 1 bowl [pottery?]",-,-,-,"6 diverse beads, ",1 copper/bronze pin (l. 13 cm),-,-,-,-,-,-,-,Mecquenem 1943: 101,grave good numbers are references to figures in Mecquenem 1943; division of A271 into A271a and A271b (database ID Sus814) not in original report,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus814,Susa IVB/VA,Susa,A271b,Donjon (north side),10 m (depth),-,1,-,-,-,pit,pit,W-E,on left side,"1 terracotta vessel, 1 bowl [pottery?]",-,-,-,1 carnelian bead,-,-,-,-,-,-,-,-,Mecquenem 1943: 101,grave good numbers are references to figures in Mecquenem 1943; division of A271 into A271a (database ID Sus813) and A271b not in original report,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus815,Susa IVB/VA,Susa,A272,Donjon (north side),10.5 m (depth),-,1,-,-,-,pit,pit,-,-,"(?) x 65.16 h. 25 cm, (?) x 70.8, (?) x 72.10 unpainted",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 101,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus816,Susa IVA/IVB (?),Susa,A273,Donjon (north side),10 m (depth),-,2,-,-,-,pit,"pit, 1.4 x 0.55 m",E-W,"both skeletons on back, legs extended",-,-,-,-,1 shell bead,-,-,-,-,-,-,-,2 skeletons,Mecquenem 1943: 101,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus817,Susa IVA,Susa,A274,Donjon (north side),10.5 m (depth),-,1,-,-,-,pit,pit,-,-,"3 x 70.13, 1 x 72.14 painted",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 101,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus818,Susa IVA,Susa,A275,Donjon (north side),9.75 m (depth),-,1,-,-,-,pit (?),"""a skeleton"" [in a pit?]",-,"limbs flexed ""folded""",1 x 72.30 painted ,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 101,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus819,Susa IVB/VA,Susa,A276,Donjon (north side),11 m (depth),-,1,-,-,-,pit (?),"""a skeleton"" [in a pit?]",-,"limbs flexed ""folded""","1 x 69.8, 1 x 70.37",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 101,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus820,Susa IVB/VA,Susa,A277,Donjon (north side),10.75 m (depth),-,1,-,-,-,pit,pit,-,-,"1 x 65.9, 1 x 70.25, 1 x 70.32",-,-,-,"1 lapis-lazuli bead, 2 copper/bronze bracelets",-,-,-,-,-,-,-,-,Mecquenem 1943: 101,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus821,Susa IVB/VA,Susa,A278,Donjon (north side),11 m (depth),-,1,-,-,-,pit (?),"""a skeleton"" [in a pit?]",-,-,near head; 1 x 67.5(?); at feet: 5 x 67.5; 1 x 70.9,-,-,-,-,-,-,-,-,-," a brick tile ""un carreau de brique""",-,-,Mecquenem 1943: 101,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
